Session_ID,User_ID,Date,Traffic_Source,Page,Device,Country,New_or_Returning,Session_Duration_Min,Pages_Per_Session,Bounce_Rate,Goal_Completions,Conversion_Rate
S100316,U13992,2026-01-06,Organic Search,Product Details,Desktop,Canada,New,9.48,7.3,47.98,0,0
S107786,U10670,2026-01-06,Referral,Contact Us,Mobile,India,Returning,0.96,1.1,79.3,0,0
S108537,U10315,2026-01-06,Paid Search,Home,Mobile,India,New,1.97,2.7,63.08,0,0
S108169,U10943,2026-01-06,Paid Search,Home,Desktop,Australia,New,5.04,5.0,77.07,0,0
S101900,U12354,2026-01-06,Referral,Services,Tablet,India,Returning,8.29,5.5,52.59,0,0
S107092,U12861,2026-01-06,Referral,Product Details,Mobile,India,New,3.93,2.6,78.61,0,0
S106894,U12647,2026-01-06,Social Media,Pricing,Desktop,Canada,New,4.07,2.6,68.5,0,0
S104835,U15942,2026-01-06,Social Media,Checkout,Mobile,Canada,New,1.47,1.1,85.95,0,0
S106898,U11736,2026-01-06,Organic Search,Contact Us,Mobile,UK,New,7.16,6.2,58.53,0,0
S109332,U15474,2026-01-06,Paid Search,Blog,Tablet,India,Returning,2.61,3.3,63.43,0,0
S104937,U12705,2026-01-06,Organic Search,Products,Mobile,India,New,4.03,1.1,73.1,0,0
S105970,U12968,2026-01-06,Organic Search,Home,Desktop,India,New,5.08,3.2,71.28,0,0
S104956,U13857,2026-01-06,Organic Search,Product Details,Desktop,India,Returning,2.36,2.0,59.11,0,0
S106943,U16104,2026-01-06,Social Media,Products,Desktop,India,New,2.02,2.7,74.42,0,0
S101373,U11501,2026-01-06,Organic Search,Services,Mobile,India,New,2.99,3.5,85.9,0,0
S106944,U16166,2026-01-06,Organic Search,Services,Mobile,India,Returning,4.43,4.5,56.68,0,0
S105873,U12952,2026-01-06,Referral,Services,Desktop,India,New,7.79,6.0,54.12,0,0
S109293,U10809,2026-01-06,Referral,Services,Mobile,India,Returning,1.78,2.7,55.36,0,0
S109290,U11417,2026-01-06,Organic Search,About Us,Desktop,USA,Returning,2.29,3.9,54.84,1,100
S107359,U12934,2026-01-06,Paid Search,Pricing,Mobile,India,Returning,5.04,3.5,46.74,0,0
S109908,U14764,2026-01-06,Referral,Product Details,Mobile,India,Returning,1.28,2.0,70.69,0,0
S109912,U12005,2026-01-06,Organic Search,Contact Us,Mobile,India,New,2.27,2.3,61.83,0,0
S105743,U10270,2026-01-06,Social Media,Checkout,Desktop,India,New,8.52,5.5,49.83,0,0
S105142,U14385,2026-01-06,Referral,Product Details,Desktop,India,Returning,4.04,3.4,54.13,0,0
S105686,U10991,2026-01-06,Organic Search,Pricing,Mobile,USA,New,1.59,1.8,56.5,0,0
S107071,U15369,2026-01-06,Social Media,Contact Us,Desktop,India,Returning,7.58,5.8,64.97,0,0
S109214,U10362,2026-01-06,Organic Search,Products,Desktop,Canada,New,2.78,4.2,65.15,0,0
S101282,U16025,2026-01-06,Direct,Home,Desktop,USA,New,2.25,1.1,69.31,0,0
S100080,U13844,2026-01-06,Referral,Home,Mobile,India,New,4.23,4.3,61.46,0,0
S104857,U14521,2026-01-06,Organic Search,FAQ,Desktop,India,New,5.8,4.7,53.87,0,0
S106435,U16383,2026-01-06,Social Media,Contact Us,Tablet,India,Returning,6.63,4.8,64.8,0,0
S100012,U16232,2026-01-06,Social Media,Home,Mobile,India,New,2.78,1.8,69.8,0,0
S100023,U15052,2026-01-06,Referral,Products,Mobile,USA,New,1.2,3.6,62.39,0,0
S104537,U15997,2026-01-06,Organic Search,Product Details,Mobile,Australia,New,3.86,2.9,68.14,0,0
S108945,U12303,2026-01-06,Paid Search,Blog,Mobile,India,Returning,6.53,4.6,40.31,0,0
S107526,U15477,2026-01-06,Organic Search,Pricing,Mobile,India,Returning,12.69,8.0,39.01,0,0
S102005,U15464,2026-01-06,Paid Search,Products,Tablet,UK,Returning,4.68,3.2,77.15,0,0
S104610,U13253,2026-01-06,Organic Search,Home,Mobile,India,New,9.78,5.9,49.66,0,0
S105442,U11475,2026-01-06,Paid Search,Home,Mobile,India,New,4.45,5.1,60.07,0,0
S106176,U11074,2026-01-06,Referral,About Us,Mobile,India,Returning,2.76,3.0,55.33,0,0
S104747,U13491,2026-01-06,Social Media,Home,Desktop,Australia,New,3.14,1.9,79.53,0,0
S100226,U10699,2026-01-06,Paid Search,Product Details,Desktop,USA,New,2.72,3.1,72.42,0,0
S107553,U15737,2026-01-06,Referral,Home,Mobile,Australia,New,4.93,3.3,69.5,0,0
S108159,U11566,2026-01-07,Paid Search,Home,Mobile,India,New,7.41,3.0,65.21,0,0
S100125,U12279,2026-01-07,Paid Search,Checkout,Mobile,India,New,2.54,2.1,76.79,0,0
S106529,U11016,2026-01-07,Paid Search,Product Details,Desktop,India,Returning,3.55,2.0,67.31,0,0
S100658,U14947,2026-01-07,Referral,Blog,Tablet,India,New,2.67,2.4,76.2,0,0
S106543,U12210,2026-01-07,Paid Search,Products,Desktop,Australia,Returning,3.48,3.3,68.08,0,0
S105636,U12104,2026-01-07,Paid Search,Checkout,Mobile,Australia,New,1.73,2.7,61.21,0,0
S103623,U11937,2026-01-07,Referral,About Us,Desktop,USA,New,4.56,4.1,58.87,0,0
S109213,U14909,2026-01-07,Referral,About Us,Desktop,UK,Returning,5.98,4.1,62.52,0,0
S102556,U13714,2026-01-07,Direct,About Us,Mobile,India,Returning,3.73,3.8,43.28,0,0
S107142,U14080,2026-01-07,Paid Search,Product Details,Mobile,India,New,3.25,2.9,59.6,1,100
S105533,U11875,2026-01-07,Referral,About Us,Mobile,India,New,2.06,2.1,72.73,0,0
S102519,U12638,2026-01-07,Referral,Products,Desktop,Australia,New,4.05,4.1,60.88,1,100
S108079,U10752,2026-01-07,Organic Search,Home,Mobile,India,Returning,1.99,2.5,56.3,0,0
S106663,U10641,2026-01-07,Social Media,Blog,Tablet,India,New,8.27,4.5,57.55,0,0
S109379,U15765,2026-01-07,Paid Search,Pricing,Mobile,India,New,4.62,2.7,55.59,1,100
S105448,U16397,2026-01-07,Organic Search,Product Details,Desktop,Canada,New,6.05,3.6,56.76,0,0
S106228,U13682,2026-01-07,Paid Search,Home,Mobile,India,Returning,7.15,6.1,49.53,1,100
S105761,U15357,2026-01-07,Social Media,Blog,Desktop,USA,New,1.85,2.2,84.69,0,0
S108167,U13236,2026-01-07,Organic Search,Product Details,Desktop,India,New,3.96,3.4,57.2,0,0
S108527,U10849,2026-01-07,Direct,Checkout,Mobile,UK,New,1.37,1.8,62.58,0,0
S105855,U16452,2026-01-07,Social Media,Home,Desktop,India,Returning,7.17,4.5,64.23,0,0
S106743,U12950,2026-01-07,Social Media,Pricing,Desktop,India,New,2.53,2.2,67.73,0,0
S109296,U14143,2026-01-07,Organic Search,Blog,Mobile,India,Returning,4.91,2.8,51.21,0,0
S108340,U10772,2026-01-07,Organic Search,Product Details,Tablet,India,New,1.12,1.2,67.28,0,0
S106296,U15376,2026-01-07,Referral,FAQ,Mobile,India,New,5.19,5.2,34.17,0,0
S108626,U15299,2026-01-07,Social Media,Pricing,Desktop,India,New,4.4,4.2,66.54,0,0
S106027,U10471,2026-01-07,Direct,Checkout,Mobile,India,New,2.91,2.3,55.96,0,0
S106269,U12502,2026-01-07,Organic Search,Pricing,Desktop,India,New,12.88,7.3,37.91,0,0
S102782,U12386,2026-01-07,Paid Search,Home,Mobile,India,New,17.65,10.5,31.74,0,0
S103230,U14261,2026-01-07,Organic Search,FAQ,Desktop,India,New,5.06,5.1,54.9,0,0
S108403,U14021,2026-01-07,Referral,Contact Us,Tablet,UK,Returning,1.92,2.0,68.26,0,0
S102765,U12646,2026-01-07,Direct,Products,Desktop,India,Returning,9.84,7.3,49.02,0,0
S104342,U15722,2026-01-07,Organic Search,Pricing,Mobile,India,New,0.36,1.0,78.58,0,0
S109833,U10295,2026-01-07,Organic Search,FAQ,Mobile,India,New,6.86,4.6,53.5,0,0
S103926,U12212,2026-01-07,Social Media,Products,Mobile,India,New,8.24,6.2,41.46,0,0
S104628,U13157,2026-01-07,Social Media,Product Details,Tablet,USA,Returning,7.22,5.0,55.5,0,0
S102177,U14890,2026-01-07,Organic Search,Home,Mobile,India,New,8.02,5.7,42.23,0,0
S107344,U10788,2026-01-07,Organic Search,FAQ,Mobile,India,Returning,1.73,1.2,74.91,0,0
S107940,U11538,2026-01-07,Paid Search,Pricing,Mobile,Canada,New,7.36,4.7,67.16,0,0
S101774,U11641,2026-01-07,Organic Search,Product Details,Mobile,India,New,7.02,5.9,50.24,0,0
S102436,U10964,2026-01-07,Paid Search,Home,Tablet,India,New,1.97,2.8,78.05,0,0
S103820,U13055,2026-01-07,Referral,Checkout,Desktop,USA,New,7.91,5.4,40.07,0,0
S104588,U13566,2026-01-07,Referral,Checkout,Mobile,USA,New,8.89,5.2,61.61,1,100
S108844,U16369,2026-01-07,Organic Search,Contact Us,Desktop,India,New,3.92,3.7,58.61,0,0
S101999,U10521,2026-01-07,Paid Search,Products,Desktop,India,New,3.16,3.0,61.74,0,0
S104459,U10520,2026-01-07,Referral,Home,Desktop,India,Returning,3.81,3.1,66.52,0,0
S108034,U15777,2026-01-07,Paid Search,Contact Us,Mobile,India,New,7.36,4.3,50.43,0,0
S109018,U14699,2026-01-07,Referral,Pricing,Desktop,India,New,1.68,2.4,75.43,0,0
S104374,U10216,2026-01-07,Organic Search,Blog,Mobile,India,Returning,5.59,4.6,62.33,0,0
S108486,U12534,2026-01-07,Paid Search,Services,Desktop,India,Returning,1.5,2.1,70.06,0,0
S104842,U11416,2026-01-07,Referral,Home,Desktop,India,New,0.75,2.7,62.12,0,0
S101612,U15658,2026-01-07,Referral,Pricing,Mobile,India,Returning,5.79,4.2,50.25,0,0
S106226,U12781,2026-01-08,Direct,About Us,Mobile,USA,New,9.31,4.9,54.76,0,0
S102721,U14738,2026-01-08,Social Media,About Us,Desktop,India,Returning,3.28,3.1,71.2,0,0
S100995,U10365,2026-01-08,Referral,Home,Desktop,Australia,Returning,6.72,2.5,69.09,0,0
S100053,U15394,2026-01-08,Referral,Home,Tablet,USA,New,4.23,3.5,68.43,0,0
S109972,U10919,2026-01-08,Organic Search,About Us,Mobile,India,New,2.91,4.2,59.98,0,0
S103203,U15348,2026-01-08,Direct,Services,Mobile,India,New,4.99,3.6,62.01,0,0
S101043,U13515,2026-01-08,Social Media,Blog,Desktop,India,New,13.52,7.4,41.65,0,0
S108982,U15110,2026-01-08,Social Media,Home,Tablet,Canada,New,6.62,5.6,60.03,0,0
S106164,U11939,2026-01-08,Referral,Home,Desktop,India,Returning,10.83,7.4,29.15,0,0
S106825,U11193,2026-01-08,Referral,Blog,Mobile,USA,New,15.63,10.0,22.51,0,0
S104703,U13855,2026-01-08,Referral,FAQ,Mobile,India,New,8.53,6.1,40.19,1,100
S106739,U12658,2026-01-08,Organic Search,Contact Us,Desktop,India,New,7.84,5.7,33.82,0,0
S104555,U14747,2026-01-08,Social Media,Home,Desktop,Canada,New,2.55,4.3,50.65,0,0
S106657,U16061,2026-01-08,Social Media,About Us,Desktop,India,Returning,6.28,5.1,42.75,0,0
S102097,U10410,2026-01-08,Paid Search,Services,Mobile,Canada,Returning,4.28,2.5,60.14,0,0
S104418,U12381,2026-01-08,Social Media,Products,Desktop,USA,New,2.35,2.6,51.11,1,100
S100785,U10358,2026-01-08,Paid Search,About Us,Desktop,India,New,10.5,5.5,36.97,0,0
S104444,U15510,2026-01-08,Paid Search,About Us,Desktop,India,Returning,4.68,3.9,50.97,0,0
S108406,U12199,2026-01-08,Paid Search,Products,Desktop,USA,New,7.95,5.9,34.13,0,0
S103064,U12631,2026-01-08,Paid Search,Pricing,Mobile,USA,New,10.17,6.2,58.89,0,0
S106313,U11961,2026-01-08,Direct,Pricing,Desktop,India,New,4.98,3.0,52.55,0,0
S100252,U12328,2026-01-08,Paid Search,Checkout,Desktop,USA,Returning,9.62,6.1,57.72,0,0
S108371,U13816,2026-01-08,Paid Search,FAQ,Desktop,India,New,9.11,5.8,41.76,0,0
S106392,U13196,2026-01-08,Organic Search,Blog,Desktop,India,New,5.52,3.1,66.38,0,0
S102832,U14855,2026-01-08,Referral,Product Details,Mobile,India,New,2.88,1.8,80.74,0,0
S100034,U12559,2026-01-08,Organic Search,Products,Desktop,India,New,6.19,3.3,57.73,0,0
S103116,U14257,2026-01-08,Organic Search,Services,Desktop,India,New,2.14,2.1,63.67,0,0
S104778,U13732,2026-01-08,Organic Search,Products,Desktop,India,Returning,7.45,5.3,39.37,0,0
S100822,U11016,2026-01-08,Paid Search,Pricing,Mobile,India,New,5.0,2.9,73.93,0,0
S103082,U13889,2026-01-08,Direct,Contact Us,Mobile,India,New,5.18,2.7,48.76,0,0
S101894,U10886,2026-01-08,Direct,FAQ,Mobile,India,New,12.29,8.4,33.12,1,100
S105391,U13047,2026-01-08,Direct,Pricing,Desktop,India,Returning,2.52,1.7,69.48,0,0
S107191,U11371,2026-01-08,Organic Search,Pricing,Desktop,India,New,3.12,2.4,63.67,0,0
S107011,U12057,2026-01-08,Direct,Products,Desktop,USA,New,10.61,7.5,44.46,1,100
S108642,U13231,2026-01-08,Social Media,FAQ,Mobile,India,New,13.89,9.2,39.39,0,0
S105148,U11674,2026-01-08,Paid Search,Home,Mobile,USA,New,9.18,5.4,57.47,1,100
S108154,U15878,2026-01-08,Direct,Services,Mobile,USA,New,3.79,5.1,67.22,0,0
S102447,U11682,2026-01-08,Organic Search,Blog,Desktop,India,New,3.64,2.2,57.69,0,0
S105653,U13866,2026-01-08,Paid Search,Product Details,Desktop,UK,Returning,8.6,5.7,46.55,0,0
S104358,U13271,2026-01-08,Organic Search,Products,Mobile,India,New,4.06,4.0,61.78,0,0
S103799,U11142,2026-01-08,Paid Search,Products,Mobile,Canada,New,4.15,2.3,53.32,0,0
S105607,U16420,2026-01-08,Organic Search,Services,Mobile,India,New,1.56,1.0,68.72,0,0
S103798,U12042,2026-01-08,Direct,Home,Tablet,Canada,New,8.06,6.6,31.93,0,0
S107116,U11874,2026-01-08,Direct,Checkout,Mobile,USA,New,7.02,6.2,49.5,1,100
S105576,U15022,2026-01-08,Direct,Home,Desktop,India,New,4.72,4.3,46.48,0,0
S102455,U11287,2026-01-08,Paid Search,About Us,Mobile,India,New,2.15,1.5,56.38,0,0
S105372,U15489,2026-01-08,Organic Search,Services,Mobile,UK,New,6.72,6.6,39.32,0,0
S100724,U13523,2026-01-08,Referral,FAQ,Desktop,India,New,12.06,7.1,36.81,1,100
S109046,U15245,2026-01-08,Organic Search,Checkout,Desktop,India,Returning,1.2,1.0,72.41,0,0
S107946,U14826,2026-01-08,Referral,Home,Desktop,Canada,Returning,3.81,4.1,55.45,0,0
S103506,U14250,2026-01-08,Organic Search,Product Details,Tablet,India,Returning,3.08,2.3,66.98,0,0
S103945,U11208,2026-01-08,Organic Search,Product Details,Mobile,UK,Returning,4.79,4.2,65.21,1,100
S107506,U14849,2026-01-08,Direct,Home,Desktop,USA,New,6.07,4.3,46.22,0,0
S106887,U14351,2026-01-08,Paid Search,About Us,Desktop,India,Returning,13.12,8.4,29.12,0,0
S107910,U11153,2026-01-08,Direct,FAQ,Mobile,India,New,7.6,7.1,55.53,0,0
S103400,U10646,2026-01-08,Organic Search,About Us,Desktop,India,Returning,2.03,4.0,51.16,0,0
S102295,U14404,2026-01-08,Referral,Home,Desktop,UK,Returning,1.1,2.9,64.39,0,0
S101847,U13509,2026-01-08,Referral,Product Details,Desktop,UK,New,7.42,5.7,52.37,0,0
S101351,U10689,2026-01-08,Organic Search,Product Details,Mobile,USA,Returning,6.11,7.7,39.09,1,100
S100448,U12702,2026-01-08,Organic Search,About Us,Desktop,UK,New,4.61,3.4,67.55,0,0
S105005,U11994,2026-01-08,Organic Search,Blog,Mobile,India,Returning,9.57,4.7,44.58,1,100
S103958,U14791,2026-01-08,Organic Search,Checkout,Mobile,UK,New,9.31,6.6,45.42,1,100
S102067,U11896,2026-01-09,Organic Search,Services,Mobile,USA,New,4.28,4.0,58.98,0,0
S109656,U11024,2026-01-09,Referral,Product Details,Mobile,India,New,7.61,4.5,58.01,0,0
S101145,U14430,2026-01-09,Referral,Product Details,Mobile,India,Returning,10.55,6.8,56.4,0,0
S108704,U13210,2026-01-09,Referral,Blog,Desktop,Canada,New,4.45,4.7,68.11,0,0
S101889,U11266,2026-01-09,Direct,Home,Mobile,India,Returning,3.23,3.2,57.18,0,0
S102658,U11827,2026-01-09,Paid Search,Services,Mobile,UK,New,10.82,5.7,58.41,0,0
S109150,U13800,2026-01-09,Referral,Services,Mobile,UK,New,4.65,1.5,62.69,0,0
S101439,U13453,2026-01-09,Social Media,Checkout,Desktop,India,Returning,6.27,2.2,66.43,0,0
S100802,U15321,2026-01-09,Referral,Pricing,Tablet,India,New,5.49,4.5,48.29,0,0
S109432,U10944,2026-01-09,Paid Search,Home,Mobile,India,Returning,4.53,4.0,73.32,0,0
S102865,U15511,2026-01-09,Organic Search,Contact Us,Desktop,India,New,8.07,3.5,45.47,0,0
S101831,U12605,2026-01-09,Paid Search,Blog,Desktop,Australia,New,5.42,3.0,58.31,0,0
S101089,U12763,2026-01-09,Direct,Products,Desktop,USA,Returning,13.22,9.0,38.09,0,0
S100931,U16255,2026-01-09,Organic Search,Contact Us,Mobile,India,New,2.54,1.1,74.07,0,0
S101265,U13006,2026-01-09,Direct,Product Details,Mobile,India,Returning,8.85,6.4,47.78,0,0
S109033,U14772,2026-01-09,Organic Search,Pricing,Mobile,India,Returning,12.76,8.4,34.82,0,0
S109056,U13671,2026-01-09,Organic Search,Home,Desktop,India,New,5.51,3.7,63.97,0,0
S102580,U15918,2026-01-09,Organic Search,Services,Tablet,India,New,7.39,4.9,49.6,1,100
S101888,U14580,2026-01-09,Paid Search,Products,Mobile,India,New,7.33,4.0,48.55,0,0
S103734,U12498,2026-01-09,Social Media,Pricing,Mobile,UK,Returning,4.44,3.4,80.87,0,0
S100709,U14313,2026-01-09,Organic Search,Pricing,Mobile,India,Returning,18.73,12.8,10.0,0,0
S100074,U13944,2026-01-09,Direct,Products,Desktop,UK,New,3.44,1.7,58.0,0,0
S106871,U16404,2026-01-09,Referral,FAQ,Tablet,India,New,2.13,2.2,85.84,0,0
S106075,U16079,2026-01-09,Direct,Contact Us,Mobile,USA,Returning,3.5,3.1,71.95,0,0
S105702,U12154,2026-01-09,Paid Search,Services,Mobile,Canada,New,1.27,1.0,74.13,0,0
S103676,U15824,2026-01-09,Organic Search,Product Details,Mobile,USA,Returning,5.12,4.4,58.36,0,0
S105689,U12154,2026-01-09,Social Media,Pricing,Desktop,India,New,9.05,5.8,48.59,0,0
S109936,U16207,2026-01-09,Organic Search,Products,Mobile,UK,New,1.97,1.9,74.6,0,0
S107252,U14624,2026-01-09,Organic Search,Products,Desktop,India,New,5.3,3.3,71.71,0,0
S105196,U14391,2026-01-09,Organic Search,About Us,Mobile,USA,New,4.81,6.0,32.95,0,0
S105050,U13645,2026-01-09,Organic Search,Checkout,Mobile,India,Returning,3.29,2.0,72.75,0,0
S106865,U10508,2026-01-09,Direct,Home,Mobile,Canada,Returning,7.29,5.1,51.92,0,0
S104993,U11630,2026-01-09,Paid Search,Product Details,Desktop,Australia,New,5.52,4.0,50.64,0,0
S104762,U15288,2026-01-09,Direct,Checkout,Desktop,India,Returning,10.37,5.9,52.37,0,0
S107532,U14853,2026-01-09,Organic Search,Blog,Mobile,India,New,3.41,2.6,71.71,0,0
S102929,U13698,2026-01-09,Organic Search,Home,Mobile,USA,New,3.7,3.4,57.34,0,0
S104672,U13274,2026-01-09,Referral,Home,Mobile,India,Returning,4.39,4.3,60.22,0,0
S103933,U15986,2026-01-09,Organic Search,About Us,Tablet,Australia,New,2.12,1.2,71.26,0,0
S104591,U16010,2026-01-09,Referral,Products,Desktop,India,Returning,1.83,2.8,61.34,1,100
S103951,U10883,2026-01-09,Paid Search,Home,Mobile,UK,New,3.87,1.8,66.13,0,0
S103985,U12559,2026-01-09,Referral,Home,Mobile,India,New,4.77,3.4,53.0,0,0
S104575,U10874,2026-01-09,Social Media,Home,Mobile,UK,Returning,2.92,2.6,55.32,0,0
S107717,U10327,2026-01-09,Paid Search,Home,Mobile,India,New,1.29,2.0,68.08,0,0
S108016,U14518,2026-01-09,Paid Search,Home,Tablet,Australia,New,5.81,4.4,54.17,0,0
S109971,U12823,2026-01-09,Social Media,Products,Desktop,Australia,Returning,3.59,2.4,69.79,0,0
S105778,U10827,2026-01-09,Direct,Services,Desktop,USA,Returning,4.39,3.9,58.98,0,0
S103305,U10782,2026-01-09,Referral,Services,Desktop,India,New,6.83,6.6,39.07,0,0
S108307,U13658,2026-01-09,Direct,Services,Desktop,Canada,New,9.63,6.1,48.74,0,0
S106449,U11860,2026-01-09,Organic Search,Product Details,Mobile,India,Returning,2.71,3.8,49.07,0,0
S103036,U13984,2026-01-09,Referral,About Us,Mobile,India,New,2.6,2.4,70.25,0,0
S103141,U15739,2026-01-09,Direct,Products,Tablet,USA,Returning,11.11,7.9,37.23,0,0
S108283,U13766,2026-01-09,Social Media,FAQ,Desktop,India,New,7.89,7.0,43.38,0,0
S106528,U10845,2026-01-09,Direct,Checkout,Mobile,India,Returning,22.9,14.6,10.0,0,0
S106287,U16395,2026-01-09,Organic Search,Home,Desktop,India,New,3.34,1.7,62.27,0,0
S106740,U14523,2026-01-09,Organic Search,Products,Desktop,India,New,7.76,3.9,47.45,0,0
S106674,U13604,2026-01-09,Organic Search,Products,Desktop,UK,Returning,4.23,2.6,60.2,0,0
S107420,U11208,2026-01-10,Organic Search,Product Details,Tablet,USA,New,2.99,3.1,60.97,0,0
S104925,U11092,2026-01-10,Paid Search,Checkout,Mobile,Canada,Returning,13.1,8.6,30.81,1,100
S101874,U14682,2026-01-10,Paid Search,Home,Tablet,Canada,New,5.34,4.0,47.71,0,0
S104850,U15445,2026-01-10,Direct,Services,Desktop,India,Returning,16.7,14.1,10.0,1,100
S107503,U11952,2026-01-10,Paid Search,Home,Mobile,India,New,1.45,1.2,72.6,0,0
S100784,U15064,2026-01-10,Paid Search,Checkout,Mobile,Australia,New,5.92,5.2,57.97,0,0
S104642,U14516,2026-01-10,Organic Search,Pricing,Desktop,USA,New,3.94,1.5,66.99,0,0
S104597,U13355,2026-01-10,Organic Search,About Us,Desktop,UK,Returning,3.42,2.6,68.06,0,0
S106578,U11752,2026-01-10,Referral,Checkout,Desktop,UK,Returning,2.54,3.5,65.15,1,100
S100737,U13073,2026-01-10,Referral,Products,Desktop,India,Returning,3.88,4.3,51.06,0,0
S102009,U13789,2026-01-10,Paid Search,Blog,Desktop,India,New,4.7,3.3,75.17,0,0
S104562,U13955,2026-01-10,Paid Search,Home,Tablet,USA,Returning,7.95,5.3,35.9,0,0
S102021,U11568,2026-01-10,Direct,Home,Mobile,Australia,New,2.29,1.9,71.75,0,0
S107683,U13186,2026-01-10,Social Media,Products,Desktop,USA,Returning,1.99,2.7,67.32,0,0
S106635,U14943,2026-01-10,Organic Search,Checkout,Tablet,USA,New,3.87,2.3,72.52,0,0
S104310,U13897,2026-01-10,Social Media,Blog,Desktop,UK,Returning,3.77,2.1,64.93,0,0
S104276,U14267,2026-01-10,Organic Search,Home,Tablet,India,Returning,5.43,4.5,61.38,0,0
S100758,U12934,2026-01-10,Direct,FAQ,Desktop,UK,New,9.0,6.9,46.74,0,0
S109983,U11065,2026-01-10,Organic Search,Checkout,Mobile,UK,New,9.86,5.7,42.12,0,0
S107354,U11606,2026-01-10,Paid Search,Services,Desktop,UK,Returning,11.3,8.0,53.92,0,0
S107334,U15607,2026-01-10,Direct,About Us,Mobile,India,New,5.17,3.1,70.31,0,0
S101058,U13422,2026-01-10,Paid Search,FAQ,Desktop,UK,Returning,3.51,4.9,61.99,0,0
S106778,U14356,2026-01-10,Social Media,Pricing,Desktop,India,New,2.33,3.3,66.92,0,0
S106774,U10381,2026-01-10,Social Media,Blog,Mobile,India,Returning,6.68,5.1,72.46,0,0
S106279,U15635,2026-01-10,Social Media,Products,Mobile,India,New,5.73,3.7,68.05,0,0
S101195,U13688,2026-01-10,Paid Search,Checkout,Tablet,India,New,8.39,6.1,39.58,0,0
S101223,U14613,2026-01-10,Organic Search,Products,Mobile,India,New,3.83,3.1,57.57,0,0
S101224,U15755,2026-01-10,Organic Search,Contact Us,Desktop,India,New,2.85,3.8,51.62,0,0
S100079,U15226,2026-01-10,Direct,Products,Desktop,UK,New,3.05,2.9,66.72,0,0
S100089,U14912,2026-01-10,Organic Search,About Us,Mobile,India,New,9.65,7.2,29.87,0,0
S105989,U12399,2026-01-10,Organic Search,Blog,Mobile,India,New,3.18,3.3,64.2,0,0
S106951,U13257,2026-01-10,Paid Search,Checkout,Desktop,India,New,3.46,3.4,71.9,0,0
S101113,U16403,2026-01-10,Referral,Checkout,Mobile,India,New,3.99,4.7,61.31,1,100
S105891,U10424,2026-01-10,Organic Search,Products,Mobile,India,New,0.88,1.0,83.85,0,0
S106999,U10340,2026-01-10,Referral,About Us,Desktop,India,New,15.87,9.6,24.25,0,0
S104200,U11024,2026-01-10,Organic Search,Services,Desktop,India,New,7.76,3.9,62.23,0,0
S100977,U14433,2026-01-10,Organic Search,Blog,Mobile,India,Returning,6.49,4.7,61.96,0,0
S107081,U12654,2026-01-10,Organic Search,Blog,Tablet,India,New,4.94,5.5,63.38,0,0
S109469,U14931,2026-01-10,Organic Search,FAQ,Mobile,India,Returning,6.71,2.7,74.17,0,0
S107240,U14017,2026-01-10,Social Media,Blog,Mobile,India,New,8.13,5.2,33.15,0,0
S109919,U12427,2026-01-10,Paid Search,Blog,Desktop,Canada,New,4.54,3.3,52.76,1,100
S106759,U13389,2026-01-10,Referral,Home,Mobile,Canada,New,4.35,5.8,52.14,0,0
S101671,U11805,2026-01-10,Paid Search,About Us,Mobile,India,New,2.37,3.0,69.07,0,0
S109103,U15957,2026-01-10,Organic Search,Checkout,Desktop,USA,Returning,3.94,3.1,58.85,0,0
